         2093178 function calls (2075061 primitive calls) in 13.346 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 kinetic.py:116(__init__)
      320    0.000    0.000    0.000    0.000 classes.py:161(passages)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
       83    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       56    0.000    0.000    0.000    0.000 __init__.py:628(usesTime)
       56    0.000    0.000    0.000    0.000 __init__.py:432(format)
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:448(ExtendedInterpolation)
       11    0.000    0.000    0.000    0.000 ntpath.py:221(dirname)
      106    0.000    0.000    0.000    0.000 __init__.py:562(_default_line_options)
      477    0.000    0.000    0.000    0.000 {method 'get_resolution' of 'kivy._clock.CyClockBase' objects}
       30    0.000    0.000    0.000    0.000 PngImagePlugin.py:449(chunk_tRNS)
       15    0.000    0.000    0.000    0.000 abc.py:110(register)
        5    0.000    0.000    0.000    0.000 os.py:1100(add_dll_directory)
        2    0.000    0.000    0.000    0.000 gridlayout.py:366(_fill_rows_cols_sizes)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
      373    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 BmpImagePlugin.py:72(_bitmap)
       63    0.000    0.000    0.000    0.000 __init__.py:285(width)
        1    0.000    0.000    0.000    0.000 __init__.py:1470(update_viewport)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
       42    0.000    0.000    0.000    0.000 imghdr.py:44(test_png)
       51    0.000    0.000    0.000    0.000 PngImagePlugin.py:344(__init__)
       80    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
        9    0.000    0.000    0.000    0.000 mouse.py:264(on_mouse_release)
       28    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
      582    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      190    0.000    0.000    0.000    0.000 __init__.py:167(have_mipmap)
       26    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
      316    0.000    0.000    0.000    0.000 overrides.py:141(array_function_dispatch)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'kivy.graphics.instructions.Canvas' objects}
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:201(WindowBase)
      309    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      640    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       22    0.000    0.000    0.000    0.000 style.kv:995(<module>)
      207    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
       15    0.000    0.000    0.000    0.000 __init__.py:384(__getattr__)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        6    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
       88    0.000    0.000    0.000    0.000 {method 'get_region' of 'kivy.graphics.texture.Texture' objects}
       15    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      320    0.000    0.000    0.000    0.000 classes.py:177(terrain_tags)
    31/17    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 glob.py:134(_listdir)
        3    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
      112    0.000    0.000    0.000    0.000 __init__.py:903(release)
       15    0.000    0.000    0.000    0.000 arrayprint.py:468(wrapper)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
      6/3    0.000    0.000    0.000    0.000 typing.py:352(__getitem__)
       87    0.000    0.000    0.000    0.000 _binary.py:50(i32le)
        3    0.000    0.000    0.000    0.000 typing.py:472(Optional)
        9    0.000    0.000    0.000    0.000 configparser.py:1243(__init__)
        4    0.000    0.000    0.000    0.000 wm_common.py:111(_closure)
      184    0.000    0.000    0.000    0.000 os.py:740(check_str)
       23    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        3    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
        9    0.000    0.000    0.000    0.000 animation.py:233(stop_property)
        1    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
       77    0.000    0.000    0.000    0.000 parser.py:695(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
      441    0.000    0.000    0.000    0.000 __init__.py:704(_get_image)
      219    0.000    0.000    0.000    0.000 factory.py:81(register)
        4    0.000    0.000    0.000    0.000 typing.py:840(copy_with)
      320    0.000    0.000    0.000    0.000 classes.py:169(priorities)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
      114    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(exec_module)
      211    0.000    0.000    0.000    0.000 __init__.py:129(width)
        1    0.000    0.000    0.000    0.000 image.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
    31/17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
       14    0.000    0.000    0.000    0.000 animation.py:301(_clock_install)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x000001D37ACEE820}
        1    0.000    0.000    0.000    0.000 wm_touch.py:54(start)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
       56    0.000    0.000    0.000    0.000 __init__.py:429(_format)
      370    0.000    0.000    0.000    0.000 classes.py:323(x)
       51    0.000    0.000    0.000    0.000 typing.py:712(__setattr__)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
      287    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       17    0.000    0.000    0.000    0.000 style.kv:28(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1240(_get_handles)
        2    0.000    0.000    0.000    0.000 glob.py:117(_iterdir)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
       18    0.000    0.000    0.000    0.000 scroll.py:110(start)
       49    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_decoder}
        8    0.000    0.000    0.000    0.000 TiffImagePlugin.py:660(_register_basic)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1301(add_widget)
      198    0.000    0.000    0.000    0.000 __init__.py:383(_get_modifiers)
       17    0.000    0.000    0.000    0.000 style.kv:21(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
       57    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
       40    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 classes.py:347(EventPage)
        1    0.000    0.000    0.000    0.000 inspect.py:326(getmembers)
      172    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      189    0.000    0.000    0.000    0.000 __init__.py:634(_get_kheight)
        1    0.000    0.000    0.000    0.000 window_sdl2.py:388(set_title)
       10    0.000    0.000    0.000    0.000 configparser.py:831(items)
       51    0.000    0.000    0.000    0.000 PngImagePlugin.py:423(chunk_IDAT)
        1    0.000    0.000    0.000    0.000 __init__.py:92(ImageData)
        1    0.000    0.000    0.000    0.000 serialize.py:1(<module>)
      666    0.000    0.000    0.000    0.000 {method 'is_dir' of 'nt.DirEntry' objects}
        1    0.000    0.000    0.000    0.000 configparser.py:1118(_join_multiline_values)
        9    0.000    0.000    0.000    0.000 mouse.py:222(remove_touch)
        3    0.000    0.000    0.000    0.000 enum.py:1017(_decompose)
        3    0.000    0.000    0.000    0.000 typing.py:434(Union)
        8    0.000    0.000    0.000    0.000 core.py:8098(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1207(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 drag.py:1(<module>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'set_window_title' of 'kivy.core.window._window_sdl2._WindowSDL2Storage' objects}
       56    0.000    0.000    0.000    0.000 __init__.py:421(usesTime)
        2    0.000    0.000    0.000    0.000 {kivy.graphics.opengl.glGetIntegerv}
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:621(_validate_hash_pyc)
       15    0.000    0.000    0.000    0.000 __init__.py:391(__getitem__)
       54    0.000    0.000    0.000    0.000 __init__.py:935(__getitem__)
      127    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 ast.py:33(parse)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        3    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       28    0.000    0.000    0.000    0.000 logger.py:270(emit)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        9    0.000    0.000    0.000    0.000 subprocess.py:200(Close)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        2    0.000    0.000    0.000    0.000 togglebutton.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
       46    0.000    0.000    0.000    0.000 style.kv:126(<module>)
      428    0.000    0.000    0.000    0.000 widget.py:570(on_kv_post)
        8    0.000    0.000    0.000    0.000 core.py:8103(getdoc)
        3    0.000    0.000    0.000    0.000 parser.py:349(_build_template)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       42    0.000    0.000    0.000    0.000 style.kv:127(<module>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1245(__iter__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       98    0.000    0.000    0.000    0.000 Image.py:537(__getattr__)
      111    0.000    0.000    0.000    0.000 configparser.py:874(optionxform)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        8    0.000    0.000    0.000    0.000 typing.py:676(__init__)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boxlayout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2817(__new__)
      261    0.000    0.000    0.000    0.000 parser.py:286(_forbid_selectors)
      114    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      373    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
       15    0.000    0.000    0.000    0.000 {method 'schedule_interval' of 'kivy._clock.CyClockBase' objects}
      320    0.000    0.000    0.000    0.000 __init__.py:1294(flip)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:337(_sanity_check)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 focus.py:1(<module>)
       21    0.000    0.000    0.000    0.000 scrollview.py:326(_get_hbar)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'kivy.graphics.instructions.InstructionGroup' objects}
      312    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1472(<genexpr>)
       73    0.000    0.000    0.000    0.000 __init__.py:637(_set_anim_delay)
       57    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       40    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       30    0.000    0.000    0.000    0.000 {method 'putpalette' of 'ImagingCore' objects}
       16    0.000    0.000    0.000    0.000 typing.py:137(_type_check)
      282    0.000    0.000    0.000    0.000 __init__.py:1370(to_widget)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
      272    0.000    0.000    0.000    0.000 classes.py:610(parameters)
       31    0.000    0.000    0.000    0.000 PngImagePlugin.py:441(chunk_PLTE)
      131    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      125    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 arrayprint.py:1527(_guarded_repr_or_str)
      291    0.000    0.000    0.000    0.000 {method 'ask_update' of 'kivy.graphics.texture.Texture' objects}
